providerid,cipcode,PerEmployed2,PerEmployed4,PerEmployed8,AvgQuarterlyWage2,AvgQuarterlyWage4,AvgQuarterlyWage8,PerRetention4,PerRetention8,NumCompleted2,NumCompleted4,NumCompleted8,NumUsedWageCalc2,NumUsedWageCalc4,NumUsedWageCalc8,NumUsedRetentionCalc4,NumUsedRetentionCalc8
307,470201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,3,1,3,2,0,2,0
307,510710,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,0,0,1,0,0,0,0
307,510713,0.578947368421053,0.789473684210526,-99999,3993,8017,-99999,1,-99999,19,19,1,11,15,1,9,1
307,510717,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,1,1
307,510801,0.681818181818182,0.76271186440678,0.68,3712,4543,6512,0.925,0.823529411764706,66,59,25,45,45,17,40,17
307,513902,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,2,0,2,1,0,1,0
317,100305,0.428571428571429,-99999,-99999,-99999,-99999,-99999,-99999,-99999,7,0,0,3,0,0,0,0
317,320111,0.491525423728814,0.473684210526316,0.4,2306,2590,3005,0.76,0.555555555555556,118,114,60,58,54,24,50,36
322,110901,0.80625,0.765765765765766,0.813953488372093,8542,9954,11413,0.868131868131868,0.90625,160,111,43,129,85,35,91,32
326,120401,0.633040935672515,0.679389312977099,0.711934156378601,3827,4128,4908,0.852941176470588,0.81294964028777,684,524,243,433,356,173,306,139
326,120406,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0
326,120409,0.681481481481481,0.701492537313433,0.651515151515151,5327.5,6458,6963,0.840909090909091,0.75,135,134,66,92,94,43,88,40
326,120410,0.6,0.8,0.8,-99999,-99999,-99999,-99999,-99999,5,5,5,3,4,4,2,2
326,120413,0.761904761904762,0.80952380952381,0.727272727272727,7129,6287,7540.5,1,1,21,21,11,16,17,8,14,6
326,120499,0.700787401574803,0.686274509803922,-99999,4439,5651,-99999,0.793103448275862,-99999,127,51,1,89,35,1,29,1
328,460302,0.816037735849057,0.775280898876405,0.71264367816092,6694,7025,6946.5,0.880281690140845,0.806451612903226,212,178,87,173,138,62,142,62
328,470201,0.778625954198473,0.726851851851852,0.752212389380531,7927.5,8808,9896,0.811764705882353,0.835294117647059,262,216,113,204,157,85,170,85
328,470603,0.717647058823529,0.723684210526316,0.842105263157895,4532,5037,6223,0.833333333333333,0.782608695652174,85,76,38,61,55,32,48,23
328,470604,0.809210526315789,0.78125,0.802816901408451,6495,7037,7649,0.878787878787879,0.87719298245614,152,128,71,123,100,57,99,57
328,470605,0.720338983050847,0.73469387755102,0.788461538461538,7006,7707.5,10393,0.888888888888889,0.837837837837838,118,98,52,85,72,41,63,37
328,510716,0.837320574162679,0.854838709677419,0.767676767676768,5474,6266,6684,0.931972789115646,0.8,209,186,99,175,159,76,147,75
328,510805,0.921052631578947,0.882352941176471,1,5102,4521,5611,0.9,1,38,34,19,35,30,19,30,17
341,110101,0.714285714285714,0.857142857142857,0.857142857142857,9331,8379,10661,-99999,-99999,7,7,7,5,6,6,4,4
341,470201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,3,3,3,2,2,3,3
341,510000,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,3,3,3,3,3,2,2
341,510707,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,4,4,3,3,3,3,3
341,510714,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,4,4,3,4,4,4,4
341,510801,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,4,4,3,3,3,2,2
341,510901,0.666666666666667,0.666666666666667,1,-99999,-99999,8058,0.8,1,6,6,6,4,4,6,5,5
341,520201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,0,1,1
341,520401,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,4,4,3,3,4,3,3
347,120401,0.833333333333333,0.819047619047619,0.878504672897196,3548,3813,4182.5,0.911242603550296,0.919540229885057,270,210,107,225,172,94,169,87
347,120409,0.804780876494024,0.804123711340206,0.797752808988764,4457,5037,6317,0.887323943661972,0.871428571428571,251,194,89,202,156,71,142,70
347,120410,0.833333333333333,0.833333333333333,0.666666666666667,3662,7773,-99999,-99999,-99999,6,6,6,5,5,4,3,3
347,510713,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0
352,120401,0.766666666666667,0.79047619047619,0.773584905660377,3254.5,3956,4933,0.893333333333333,0.875,120,105,53,92,83,41,75,32
352,120402,0.8,0.772727272727273,0.857142857142857,6709.5,4821,5817,0.9375,1,25,22,14,20,17,12,16,10
352,120409,0.772727272727273,0.785714285714286,0.736842105263158,4915.5,3603,4586.5,0.935483870967742,0.857142857142857,44,42,19,34,33,14,31,14
352,120410,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,1,0,2,0,0,1,0
352,120413,0.8,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5,4,0,4,4,0,4,0
354,490205,0.75,0.713692946058091,0.71264367816092,10547.5,12941.5,14923.5,0.822857142857143,0.793650793650794,344,241,87,258,172,62,175,63
359,513501,0.571428571428571,0.646017699115044,0.654411764705882,4917.5,5564,6729,0.885964912280702,0.805970149253731,259,226,136,148,146,89,114,67
378,470607,0.709433962264151,0.786069651741294,0.811594202898551,7139,8735,11050,0.882352941176471,0.89010989010989,265,201,138,188,158,112,136,91
391,490205,0.710144927536232,0.631578947368421,0.692307692307692,5452,9188.5,10582.5,0.702702702702703,0.8125,69,57,52,49,36,36,37,32
394,131401,0.142857142857143,0.285714285714286,-99999,-99999,-99999,-99999,-99999,-99999,14,14,2,2,4,2,2,0
394,320101,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,3,0,0,0,0,0,0
394,320105,0.307692307692308,0.346153846153846,0.5,3384,4677,-99999,0.428571428571429,-99999,26,26,6,8,9,3,7,3
394,320109,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,3,3,1,1,1,1,1
394,430109,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,1,0,2,1,0,1,0
394,510716,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,0,1,0,0,0
394,521803,0.2,0.666666666666667,-99999,-99999,-99999,-99999,-99999,-99999,5,6,4,1,4,3,1,1
394,521910,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,0,0,0,0,0,0
394,530201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,1,2,2,1,1
404,460302,0.733333333333333,0.793103448275862,0.65,5103,7312,7848,0.904761904761905,0.642857142857143,45,29,20,33,23,13,21,14
404,460503,0.866666666666667,0.75,0.571428571428571,6722,6977,-99999,0.818181818181818,0.666666666666667,15,12,7,13,9,4,11,6
404,470201,0.608695652173913,0.666666666666667,0.7,8114.5,6201.5,9392,0.875,0.833333333333333,23,15,10,14,10,7,8,6
404,521201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,4,3,2,1,1,2,2
410,010504,0.695652173913043,0.888888888888889,0.888888888888889,5016.5,6135.5,7197.5,1,1,23,18,9,16,16,8,14,7
410,120401,0.75,0.666666666666667,1,2784,3268.5,5139,0.857142857142857,-99999,12,12,5,9,8,5,7,4
410,150506,0.953846153846154,0.934426229508197,0.871794871794872,14687.5,14679,15880.5,0.95,0.894736842105263,65,61,39,62,57,34,60,38
410,460201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,3,0,2,2,0,2,0
410,460302,0.790322580645161,0.82,0.692307692307692,8573,10123,11377,0.926829268292683,0.714285714285714,62,50,26,49,41,18,41,21
410,460503,0.771428571428571,0.838709677419355,0.842105263157895,9336,12231.5,13373.5,0.923076923076923,1,35,31,19,27,26,16,26,15
410,470201,0.6875,0.6875,0.8,5882,6453,9351,0.95,1,32,32,15,22,22,12,20,11
410,470604,1,1,1,7282,6748,8161,-99999,-99999,5,5,5,5,5,5,4,4
410,470605,0.875,0.875,-99999,5464,8384,-99999,1,-99999,8,8,4,7,7,3,7,3
410,480508,0.714285714285714,0.761904761904762,0.8,7809,8516.5,8904,0.866666666666667,0.916666666666667,42,42,20,30,32,16,30,12
410,490205,0.833333333333333,0.866666666666667,-99999,10964,8363,-99999,1,-99999,18,15,3,15,13,1,11,1
410,510601,0.909090909090909,0.931818181818182,0.9375,7759,8378,8266,0.975609756097561,0.933333333333333,44,44,16,40,41,15,41,15
410,510716,0.7,0.75,0.8,4365.5,6172,6895.5,0.923076923076923,0.857142857142857,20,20,10,14,15,8,13,7
410,510802,1,1,-99999,4783,5060,-99999,1,-99999,7,9,3,7,9,3,7,3
410,510808,0.941176470588235,0.823529411764706,-99999,4901,5036,-99999,0.866666666666667,-99999,17,17,4,16,14,3,15,4
410,511009,0.755102040816326,0.816326530612245,0.826086956521739,5980,6004,8795,0.942857142857143,0.882352941176471,49,49,23,37,40,19,35,17
410,511020,1,1,1,6569,6456,8497,1,1,7,7,7,7,7,7,7,7
410,513901,0.766666666666667,0.782608695652174,0.8,9805,9366,10143.5,0.894736842105263,0.875,30,23,10,23,18,8,19,8
410,513902,0.737704918032787,0.723404255319149,0.85,5029,4971,8739,0.870967741935484,1,61,47,20,45,34,17,31,12
412,120401,1,1,-99999,2795.5,3872,-99999,1,-99999,6,6,1,6,6,1,6,1
412,320101,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,1,1,0,1,0
412,480508,0.857142857142857,0.857142857142857,-99999,5113.5,6809.5,-99999,1,-99999,7,7,0,6,6,0,6,0
412,510601,1,1,-99999,7198,7634,-99999,1,-99999,10,10,0,10,10,0,10,0
412,513901,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,1,1,2,1,1,1
412,520401,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0
414,470604,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,1,0,1,1,0,1,0
414,480508,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0
414,490205,0.819672131147541,0.843137254901961,0.85,5601.5,6334,5477,0.923076923076923,0.933333333333333,61,51,20,50,43,17,39,15
414,510801,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,0,0,4,0,0,0,0
414,513901,0.909090909090909,0.939393939393939,0.909090909090909,10419,10494,9485,1,0.964285714285714,33,33,33,30,31,30,28,28
423,511009,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,2,1,2,1,1,1,1
451,510801,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,3,3,1,1,2,0,0
451,510805,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,0,0,2,0,0,0,0
451,510808,0.647058823529412,0.705882352941177,0.833333333333333,3450,3956.5,8640,0.9,-99999,17,17,6,11,12,5,10,3
451,510902,0.714285714285714,0.714285714285714,-99999,6747,4782,-99999,1,-99999,7,7,2,5,5,2,5,2
451,511009,0.846153846153846,-99999,-99999,5419,-99999,-99999,-99999,-99999,13,3,0,11,1,0,1,0
492,120501,0.777777777777778,0.333333333333333,-99999,6018,-99999,-99999,-99999,-99999,9,6,1,7,2,0,3,0
492,120503,0.555555555555556,0.5,-99999,6941,7878,-99999,0.666666666666667,-99999,18,10,3,10,5,3,6,3
495,520401,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,1,0,0,1,0,0,0
499,320101,0.375,0.5,-99999,-99999,-99999,-99999,-99999,-99999,8,6,1,3,3,0,1,1
501,510801,1,1,1,6344.5,5392.5,6029,1,1,34,26,13,34,26,13,23,13
501,510805,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,1,1,0,1,0
501,510902,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,1,1
501,511009,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,3,2,4,2,2,2,1
501,512602,0.871428571428571,0.883333333333333,0.866666666666667,5560,5743,6572.5,0.942307692307692,0.857142857142857,70,60,30,61,53,26,52,28
501,513902,0.853372434017595,0.804347826086957,0.78021978021978,5827,6416,6443,0.877005347593583,0.831168831168831,341,230,91,291,185,71,187,77
511,110301,0.52,0.473684210526316,0.5,1548,4112,-99999,0.857142857142857,-99999,25,19,8,13,9,4,7,2
511,520302,0.571428571428571,-99999,-99999,-99999,-99999,-99999,-99999,-99999,7,0,0,4,0,0,0,0
514,110901,0.785714285714286,0.825174825174825,0.861538461538462,7976,7645.5,9780.5,0.914285714285714,0.918367346938776,182,143,65,143,118,56,105,49
514,510703,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0
514,510713,0.7875,0.864406779661017,0.769230769230769,7387,7005,7851,0.933333333333333,0.941176470588235,80,59,26,63,51,20,45,17
514,510801,0.805714285714286,0.858156028368794,0.913793103448276,5223,6379,7813,0.935779816513762,0.933333333333333,175,141,58,141,121,53,109,45
514,513901,0.760233918128655,0.837606837606838,0.815789473684211,11796.5,12369,11614,0.948275862068966,0.9,171,117,38,130,98,31,58,10
514,513902,0.950819672131147,0.868852459016393,0.67741935483871,5816.5,6594,7238,0.959183673469388,0.807692307692308,61,61,31,58,53,21,49,26
539,511009,0.8,0.9,1,3056.5,6452,6305,1,1,10,10,5,8,9,5,8,5
539,512602,0.571428571428571,0.714285714285714,0.714285714285714,-99999,4462,6923,-99999,-99999,7,7,7,4,5,5,4,4
539,513901,0.807228915662651,0.852941176470588,0.882352941176471,11584,14878,12875,1,0.941176470588235,83,68,34,67,58,30,42,17
539,513902,0.802325581395349,0.828947368421053,0.901960784313726,5704,5852,7131.5,0.948275862068966,0.973684210526316,86,76,51,69,63,46,58,38
550,510720,0.882352941176471,0.866666666666667,1,6023,6662,10050,0.923076923076923,1,34,30,6,30,26,6,26,6
550,510801,0.9,0.888888888888889,0.857142857142857,8103,5232,4669.5,1,1,10,9,7,9,8,6,8,6
550,510910,0.736842105263158,0.818181818181818,0.846153846153846,7624.5,6597,6477,0.9,0.857142857142857,38,33,13,28,27,11,20,7
550,513902,0.744186046511628,0.742857142857143,0.689655172413793,6321,6762,6337,0.901960784313726,0.727272727272727,86,70,29,64,52,20,51,22
568,120505,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,0,0,1,0,0,0,0
568,510801,0.791666666666667,0.772727272727273,0.727272727272727,6631,6224,5856,0.8,0.666666666666667,24,22,22,19,17,16,15,15
568,511009,0.5,-99999,-99999,4518,-99999,-99999,-99999,-99999,10,0,0,5,0,0,0,0
602,513901,0.844444444444444,0.866666666666667,-99999,8236,13820,-99999,0.928571428571429,-99999,45,45,1,38,39,0,28,0
606,110901,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,1,2,2,1,1,0
606,510801,0.866666666666667,0.846153846153846,-99999,8105,8396,-99999,1,-99999,15,13,1,13,11,1,10,1
615,513902,0.790322580645161,0.838383838383838,0.805555555555556,4298,4681,4943,0.915492957746479,0.916666666666667,124,99,36,98,83,29,71,24
622,111001,0.538461538461538,0.615384615384615,0.777777777777778,9274,10383.5,9506,0.833333333333333,-99999,13,13,9,7,8,7,6,4
622,111003,0.793103448275862,0.84,-99999,6710,8665,-99999,1,-99999,29,25,4,23,21,3,16,4
622,151302,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,1,2,1,1,1
622,510716,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,1,1
622,520401,0.726190476190476,0.714285714285714,0.804878048780488,5933,6474,8080,0.882352941176471,0.925925925925926,84,77,41,61,55,33,51,27
631,510902,1,1,-99999,5105,2201,-99999,1,-99999,5,5,0,5,5,0,5,0
631,511009,0.909090909090909,1,-99999,6564,6695,-99999,1,-99999,22,13,0,20,13,0,12,0
631,512602,0.653846153846154,0.68,0.923076923076923,7053,7337,6280,0.882352941176471,1,26,25,13,17,17,12,17,11
631,512603,1,1,-99999,5475.5,7410,-99999,1,-99999,8,7,0,8,7,0,7,0
631,513902,0.86,0.791044776119403,0.916666666666667,6670,6996,7207.5,0.847457627118644,0.91304347826087,100,67,24,86,53,22,59,23
691,120401,0.888888888888889,0.777777777777778,-99999,2630,4585,-99999,0.875,-99999,9,9,0,8,7,0,8,0
691,120501,0.333333333333333,-99999,-99999,-99999,-99999,-99999,-99999,-99999,9,4,0,3,1,0,2,0
691,120503,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,3,0,2,2,0,2,0
691,460201,0.714285714285714,0.714285714285714,-99999,12005.5,10549.5,-99999,0.909090909090909,-99999,14,14,0,10,10,0,11,0
691,460302,0.814814814814815,0.814814814814815,-99999,7506.5,6747.5,-99999,0.91304347826087,-99999,27,27,0,22,22,0,23,0
691,460503,0.961538461538462,0.961538461538462,-99999,10814,9620,-99999,1,-99999,26,26,0,25,25,0,24,0
691,470201,0.866666666666667,0.866666666666667,-99999,9454,10384,-99999,1,-99999,15,15,0,13,13,0,13,0
691,470603,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,0,0,0,1,0
691,470604,0.875,0.75,-99999,6169,8453,-99999,0.75,-99999,8,8,0,7,6,0,8,0
691,480508,0.777777777777778,0.851851851851852,-99999,14118,12549,-99999,0.909090909090909,-99999,27,27,0,21,23,0,22,0
700,320107,0.15,0.257142857142857,0.333333333333333,2272,3133,2921,-99999,-99999,40,35,21,6,9,7,4,3
700,350103,0.5,0.666666666666667,0.833333333333333,-99999,-99999,2980,-99999,-99999,6,6,6,3,4,5,1,1
702,120500,0.538461538461538,0.538461538461538,0.538461538461538,3101,2637,2641,0.833333333333333,0.666666666666667,13,13,13,7,7,7,6,6
709,512202,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,1,1,0,1,0
717,320107,0.653846153846154,0.807692307692308,0.7,1079,3073,4594,0.842105263157895,0.714285714285714,26,26,10,17,21,7,19,7
717,320111,0.588235294117647,0.535714285714286,0.592592592592593,2769.5,4149,4085,0.8,0.909090909090909,170,168,54,100,90,32,80,22
718,110301,0.6,0.4,-99999,-99999,-99999,-99999,-99999,-99999,5,5,1,3,2,0,2,0
718,110601,0.611111111111111,0.625,0.8,3395,6074.5,9060.5,0.75,1,18,16,10,11,10,8,8,6
718,320107,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,2,1,2,2,2
718,320109,0.521739130434783,0.466666666666667,-99999,5465.5,3933,-99999,0.714285714285714,-99999,23,15,0,12,7,0,7,0
718,510720,0.772727272727273,0.727272727272727,0.764705882352941,7161,7270.5,7341,0.933333333333333,0.833333333333333,44,44,34,34,32,26,30,24
718,511009,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,1,1
718,520302,0.662921348314607,0.671232876712329,0.6875,4800,8105,8237,0.9,0.9,89,73,32,59,49,22,40,20
718,520401,0.285714285714286,0.428571428571429,0.428571428571429,-99999,-99999,-99999,-99999,-99999,7,7,7,2,3,3,3,3
718,530201,0.651898734177215,0.656488549618321,0.542857142857143,5937,4313.5,5147.5,0.8375,0.75,158,131,70,103,86,38,80,40
729,140903,0.6,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5,4,1,3,2,0,1,0
729,510710,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,1,0,0,0,1,0
729,510801,0.666666666666667,0.733333333333333,0.7,7277,8199,8339,1,0.857142857142857,15,15,10,10,11,7,9,7
729,520201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,0,0,1,0,0,0,0
729,520203,0.3125,0.333333333333333,0.222222222222222,8374,15302,-99999,0.6,-99999,16,15,9,5,5,2,5,1
729,520205,0.428571428571429,0.285714285714286,0.2,-99999,-99999,-99999,-99999,-99999,7,7,5,3,2,1,2,1
729,520206,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,0,0,0,0,0,0,0
729,520211,0.454545454545455,0.277777777777778,0.153846153846154,16081,20066,-99999,-99999,-99999,22,18,13,10,5,2,4,2
729,520302,0.25,0.1875,0.173913043478261,4775,8830,-99999,1,-99999,32,32,23,8,6,4,5,2
729,520407,0.588235294117647,0.692307692307692,-99999,4925,8500,-99999,-99999,-99999,17,13,4,10,9,3,2,1
729,520804,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,0,0,0,0
729,521001,0.583333333333333,0.666666666666667,-99999,13761,10076,-99999,1,-99999,12,12,2,7,8,2,6,0
729,521003,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,4,2,0,1,0,0,0,0
729,521401,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,1,1,0,1,1,1
729,521701,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,1,1,1
729,521801,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,1,0,2,1,0,1,0
740,320107,0.355932203389831,0.52,0.483870967741935,1545,1669.5,1666,0.916666666666667,0.666666666666667,59,50,31,21,26,15,12,9
740,350103,0.571428571428571,0.571428571428571,0.571428571428571,-99999,-99999,-99999,-99999,-99999,7,7,7,4,4,4,4,4
744,490205,0.718421052631579,0.714285714285714,0.680272108843537,9636,11567.5,11586,0.831730769230769,0.765957446808511,380,294,147,273,210,100,208,94
747,320107,0.850746268656716,0.745098039215686,0.833333333333333,2076,2746,2115,0.8,-99999,67,51,6,57,38,5,40,4
747,350103,0.942857142857143,0.96,0.6,2081,2128.5,-99999,0.958333333333333,-99999,35,25,5,33,24,3,24,4
791,320105,0.636363636363636,0.636363636363636,0.75,4572,4675,5343,0.75,0.875,11,11,12,7,7,9,8,8
791,320109,0.317073170731707,0.25,0.5,4089,5480,-99999,0.777777777777778,-99999,41,36,8,13,9,4,9,3
791,513902,0.746031746031746,0.781818181818182,0.869565217391304,4232,6037,5897,0.909090909090909,1,63,55,23,47,43,20,33,15
792,320101,0.5,0.541666666666667,0.511111111111111,2943.5,3819,3967,0.75,0.611111111111111,48,48,45,24,26,23,20,18
792,320105,0.52,0.56,0.5,3380,2690,4475,0.636363636363636,0.571428571428571,25,25,12,13,14,6,11,7
792,320107,0.6,0.8,1,-99999,-99999,2665,-99999,-99999,5,5,5,3,4,5,1,1
792,320109,0.5,0.666666666666667,0.8,2287,5009,-99999,-99999,-99999,12,12,5,6,8,4,3,2
792,513902,0.757575757575758,0.772727272727273,0.625,5407,5432,5038.5,0.911111111111111,0.789473684210526,66,66,32,50,51,20,45,19
804,110103,0.692307692307692,0.75,0.875,15436,9662,18873,0.888888888888889,0.833333333333333,13,12,8,9,9,7,9,6
804,110201,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,0,1,1,1
804,110202,0.73015873015873,0.696428571428571,0.69047619047619,19706.5,18564,23180,0.794871794871795,0.740740740740741,63,56,42,46,39,29,39,27
804,110901,0.789473684210526,0.75,0.714285714285714,16156,16820.5,24544,0.923076923076923,0.833333333333333,19,16,7,15,12,5,13,6
804,111003,0.75,0.875,1,14468.5,14111,21519,1,1,8,8,7,6,7,7,7,6
804,510705,0.868421052631579,0.894736842105263,0.769230769230769,7861,8198,8701.5,0.935483870967742,0.8,38,38,13,33,34,10,31,10
804,510707,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0
804,511005,0.666666666666667,0.6,0.8,-99999,-99999,-99999,-99999,-99999,6,5,5,4,3,4,3,3
804,513901,0.555555555555556,0.555555555555556,0.555555555555556,1506,4574,6992,-99999,-99999,9,9,9,5,5,5,4,4
804,520101,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,0,0,1,0,0,0
804,520205,0.5,0.6,0.625,16937,21538,17024,-99999,-99999,10,10,8,5,6,5,4,2
804,520211,0.615384615384615,0.725274725274725,0.836734693877551,17155.5,19510.5,18863,0.886792452830189,0.9,104,91,49,64,66,41,53,30
804,520302,1,1,1,8482,8361.5,8420,1,1,6,6,6,6,6,6,6,6
804,520401,0.759493670886076,0.835616438356164,0.846153846153846,8914.5,9871,10351,0.925925925925926,0.931034482758621,79,73,39,60,61,33,54,29
804,521201,0.684210526315789,0.685185185185185,0.769230769230769,10585,13629,14082.5,0.848484848484849,0.857142857142857,57,54,26,39,37,20,33,14
859,520901,0.467741935483871,0.576923076923077,0.590909090909091,4937,4674.5,3527,0.793103448275862,0.8,62,52,22,29,30,13,29,10
882,320109,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3,3,3,0,1,1,1,1
882,510601,0.892857142857143,0.925925925925926,0.846153846153846,7082,6144,5638,1,0.818181818181818,28,27,13,25,25,11,23,11
882,510808,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,0,1,1,1,1
882,512602,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1,1,1,1,1,0,1,1
882,513902,0.857142857142857,1,1,7395.5,8147,5946,1,1,7,7,7,6,7,7,5,5
917,320107,0.75,0.666666666666667,-99999,296.5,-99999,-99999,0.6,-99999,8,6,1,6,4,1,5,1
917,350103,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,0,0
938,120505,0.6,0.9,0.6,5641.5,2177,9978.5,1,0.8,10,10,10,6,9,6,5,5
938,320101,0.470588235294118,0.588235294117647,0.571428571428571,4227.5,3625,-99999,0.8,-99999,51,51,7,24,30,4,25,1
938,320111,0.333333333333333,0.666666666666667,-99999,-99999,3521.5,-99999,-99999,-99999,12,12,0,4,8,0,4,0
938,470105,0.833333333333333,1,0.916666666666667,12360,12672,12435,1,1,12,12,12,10,12,11,9,9
938,510805,0.571428571428571,0.714285714285714,0.714285714285714,-99999,2416,3977,-99999,-99999,7,7,7,4,5,5,3,3
938,510904,0.698412698412698,0.682539682539683,0.682539682539683,4581,4648,4563,0.837209302325581,0.790697674418605,63,63,63,44,43,43,43,43
938,510911,0.857142857142857,0.928571428571429,1,20144.5,21482,19401.5,1,1,14,14,14,12,13,14,13,13
938,510920,1,1,1,11568,17265,15105,1,1,9,9,9,9,9,9,9,9
938,512208,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,0,1,2,0,0
938,520406,0.75,1,0.833333333333333,7219,6268.5,8871.5,1,0.777777777777778,12,12,12,9,12,10,9,9
938,521803,0.625,0.5,-99999,1810,-99999,-99999,-99999,-99999,8,8,2,5,4,2,4,0
961,110101,0.655172413793103,0.7,-99999,5945,6414,-99999,0.909090909090909,-99999,29,20,0,19,14,0,11,0
961,130604,0.214285714285714,0.25,-99999,-99999,-99999,-99999,-99999,-99999,14,12,3,3,3,0,1,0
961,190000,0.433673469387755,0.551948051948052,0.675324675324675,1220,1288,1331,0.770833333333333,0.647058823529412,196,154,77,85,85,52,48,17
961,320101,0.641098484848485,0.656184486373166,0.659649122807018,4553,5048,5487,0.856649395509499,0.831884057971015,1056,954,570,677,626,376,579,345
961,320105,0.5,0.553571428571429,0.547169811320755,4081.5,4808,5127,0.766666666666667,0.703703703703704,56,56,53,28,31,29,30,27
961,320109,0.470588235294118,0.524475524475524,0.471428571428571,5164.5,4887,5364,0.88135593220339,0.708333333333333,153,143,70,72,75,33,59,24
961,320111,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,2,2,2,0,2,0,0,0
961,330102,0.62280701754386,0.657657657657658,0.597014925373134,5078,5268.5,5961.5,0.877697841726619,0.752941176470588,228,222,134,142,146,80,139,85
961,330104,1,1,-99999,1093,2054,-99999,1,-99999,10,11,0,10,11,0,6,0
