ID,NAME,CODE,ISSUERID,DATECREATED,DATELASTMODIFIED,ISDELETED,DATEDELETED
63,Aquatic Kickboxing Instructor Certification,0066,65,,,0,
64,Aquatic Personal Trainer Certification,0067,65,,,0,
65,Aquatic Programming and Leadership Certification,0068,65,,,0,
66,Architect Certification,0069,192,,,0,
67,Assembly Language,0070,79,,,0,
68,Certified Technical Trainer CTT+ ,0071,96,,23-FEB-10,0,
69,Associate Certified Electronics Technician,0072,103,,,0,
70,Associate Emergency Manager,0073,131,,,0,
71,Associate Environmental Professional (Entry-Level),0074,196,,,0,
72,Associate Insurance Data Managers,0075,124,,,0,
73,Associate Park and Recreation Professional  Certification,0076,207,,,1,02-NOV-18
74,Associate in Annuity Products and Administration,0077,146,,,0,
75,Associate in Claims,0078,125,,,0,
76,Associate in Customer Service,0079,146,,,0,
77,Associate in Fidelity and Surety Bonding,0080,125,,,0,
78,Associate in Information Technology,0081,125,,,1,23-JAN-20
79,Associate in Insurance Accounting and Finance,0082,146,,,0,
80,Associate in Insurance Agency Administration,0083,146,,,0,
81,Associate in Insurance Regulatory Compliance,0084,146,,,0,
82,Associate in Management,0085,125,,,0,
83,Associate in Personal Insurance,0086,125,,,0,
84,Associate in Planning and Research,0087,146,,,0,
85,Associate in Premium Auditing,0088,125,,,0,
86,Associate in Reinsurance,0089,146,,,0,
87,Associate in Risk Management,0090,125,,,0,
88,Associate in Underwriting,0091,125,,,0,
89,Associate of Corporate Real Estate,0092,130,,,0,
90,Audio Electronics Certification,0093,67,,,1,
91,AutoCAD 2000,0094,79,,,0,
92,Automobile Technician Certification,0095,,,,0,
93,Avionics Electronics Technician Certification,0096,103,,,0,
94,BEA WebLogic Application Server 5.1,0097,79,,,0,
95,Baking Science and Technology  Certification,0098,38,,,0,
96,Baking Science and Technology Certification,0099,38,,,1,15-APR-09
97,Basic Protection Officer Certification,0100,136,,,0,
98,Basic Remotivation Therapy,0101,211,,,0,
99,Biomedical Electronics Certification,0102,140,,,0,
100,Biomedical Electronics Technician Certification,0103,103,,,0,
101,Board Certification in Sleep Medicine,0104,22,,,0,
102,Bread and Rolls Career Path Option,0105,38,,,0,
103,Broadband Communications Technician/Engineer Certifications,0106,91,,,1,12-MAY-09
1,Object Oriented Design Patterns,0001,79,,19-FEB-10,0,
104,Building Code Official,0107,80,,,0,
105,Building Contractors Certification,0108,134,,,0,
106,Building Inspector,0109,80,,,0,
107,Building Inspector UBC (Uniform Building Code) OR IBC (International),0110,134,,,0,
108,Building Officials and Code Administrators International,0111,78,,,1,13-MAY-09
109,Building Owners and Management Institute,0112,61,,,0,
110,Building Plans Examiner,0113,80,,,0,
111,"Building Plans Examiner, UBC OR IBC",0114,134,,,0,
112,Business Marketing Association,0115,53,,,1,16-APR-09
113,C,0116,79,,,0,
114,C++,0117,79,,,0,
115,CGI Scripting,0118,79,,,0,
116,CICS,0119,79,,,0,
117,CIW Application Developer,0120,227,,,1,23-JAN-20
118,CIW Database Design Specialist,0121,227,,23-JAN-20,0,
119,CIW E-Commerce Designer,0122,227,,,1,23-JAN-20
120,CIW Advanced HTML5 and CSS3 Specialist,0123,227,,23-JAN-20,0,
121,CIW User Interface Designer ,0124,227,,23-JAN-20,0,
122,CIW Social Media Strategist,0125,227,,23-JAN-20,0,
123,CIW Multimedia Specialist,0126,227,,23-JAN-20,0,
124,CIW Mobile Application Developer ,0127,227,,23-JAN-20,0,
125,CIW Web Design Specialist,0128,227,,23-JAN-20,0,
126,CIW Site Development Associate,0129,227,,23-JAN-20,0,
127,CIW Web Languages,0130,227,,,1,23-JAN-20
128,CNOR Certification,0131,85,,,0,
129,COBOL I (ANSI 74),0132,79,,13-MAY-09,0,
130,COBOL II,0133,79,,,0,
131,COBRA 2.3,0134,79,,,0,
132,COBRA 2.3 C++,0135,79,,,0,
133,COM/DCOM (Visual Basic),0136,79,,,0,
134,Cable Installation Technician,0137,91,,,1,12-MAY-09
135,Cable Service Technician,0138,91,,,1,12-MAY-09
136,Cake and Sweet Goods Career Path Option,0139,38,,,0,
137,Canadian Certified Rehabilitation Counselor,0140,,,,0,
138,Cardiac Rehabilitation Nurse,0141,45,,,1,02-NOV-18
139,Cardiovascular Interventional Radiography (CV),0142,52,,02-NOV-18,0,
140,Certificate in Benefits and Compensation Management,0143,137,,,0,
141,Certificate in Compensation,0144,137,,,0,
142,Certificate in Finance and Treasury Management,0145,72,,,0,
143,Certificate in Financial Planning Management,0146,137,,,0,
144,Certificate in Global Business Management,0147,137,,,0,
145,Certificate in Health Care Plans,0148,137,,,0,
146,Certificate in International Cash Management,0149,72,,,0,
147,Certificate in Psychiatry:  Addiction Psychiatry,0150,20,,,0,
148,Certificate in Retirement Plans,0151,137,,,0,
149,Certificate of Added Qualifications:  Breastfeeding,0152,184,,,0,
150,Certificate of Added Qualifications: Electronic Fetal Monitoring,0153,184,,13-MAY-09,0,
1203,XML,1235,79,,,0,
1204,XSL,1236,79,,,0,
1205,Zoning Inspector,1237,134,,,0,
1206,e-Biz+ Certification,1238,95,,,0,
1202,Web Development Certification,1234,248,,13-MAY-09,0,
1084,Senior Glazier Certification-Level 2: Commercial Interior/Residential,1107,199,,13-MAY-09,0,
1085,Senior Glazier Certification-Level 2: Storefront/Curtainwall,1108,199,,13-MAY-09,0,
1086,Server Administration,1109,79,,,0,
1087,CompTIA Server+,1110,96,,04-AUG-10,0,
1088,Sheeted Offset Press Operator's Multi-Color Certification,1111,191,,,0,
1089,SilverStream 2.5 Applications Server,1112,79,,,0,
1090,"Skill Certifications for Front Desk Agents, Room Attendants",1113,36,,,0,
1091,Skill Standards for Entry-Level Tractor-Trailer Drivers School,1114,225,,,0,
1092,Skindiver Certification,1115,173,,,0,
1093,"Society of Cable Telecommunications Engineers, Incorporated",1117,91,,,1,12-MAY-09
1094,Sonography (S),1120,52,,02-NOV-18,0,
1095,Spray-Applied Fireproofing Special Inspector,1121,134,,,0,
1096,Storage Systems and Storage Management,1122,112,,23-JAN-20,0,
1097,Structural Masonry Special Inspector,1123,134,,,0,
1098,Structural Steel and Welding Special Inspector,1124,134,,,0,
1099,SCJA - Sun Certified Java Associate,1125,240,,08-FEB-08,0,
1100,SCJP - Sun Certified Java Programmer,1126,240,,08-FEB-08,0,
1101,SCJD - Sun Certified Java Developer,1127,240,,08-FEB-08,0,
1102,SCWCD - Sun Certified Web Component Developer,1128,240,,08-FEB-08,0,
1103,SCBCD - Sun Certified Business Component Developer,1129,240,,08-FEB-08,0,
1104,SCDJWS - Sun Certified Developer for Java Web Services,1130,240,,08-FEB-08,0,
1105,SCEA - Sun Certified Enterprise Architect,1131,240,,08-FEB-08,0,
1106,SCMAD - Sun Certified Mobile Application Developer,1132,240,,08-FEB-08,0,
1107,"Sun Certified System Administrator for Solaris 8, Part II",1133,240,,,1,08-FEB-08
1108,Survey Technician Certification - Level III: Office,1138,215,,13-MAY-09,0,
1109,Survey Technician Certification - Level I,1134,215,,13-MAY-09,0,
1110,Survey Technician Certification - Level II: Office,1136,215,,13-MAY-09,0,
1111,Survey Technician Certification - Level III: Field,1137,215,,13-MAY-09,0,
1112,Survey Technician Certification - Level IV: Field,1139,215,,13-MAY-09,0,
1113,Survey Technician Certification - Level IV: Office,1140,215,,13-MAY-09,0,
1114,Survey Technician Certification - Level II: Field,1135,215,,13-MAY-09,0,
1115,Sybase 11.X Administration,1141,79,,,0,
1116,Sybase Certified Associate - Adaptive Server Administrator,1142,241,,,0,
1117,"Sybase Certified Associate - PowerBuilder Developer, v.6",1143,241,,,0,
1118,Sybase Certified Enterprise Portal Developer,1144,241,,,0,
1119,Sybase Certified Professional - Adaptive Server Administrator,1145,241,,,0,
1120,Sybase Certified Professional - PowerBuilder Developer v.6,1146,241,,,0,
1121,Sybase Certified Professional - PowerBuilder Developer v.7,1147,241,,,0,
1122,Systems Maintenance Administrator,1150,61,,,0,
1123,Systems Maintenance Technician,1151,36,,,0,
1124,TCP/IP Administration,1152,79,,,0,
1125,Telecommunications Electronics Technician  (Phone/Data),1154,103,,,0,
1126,Telecommunications Electronics Technician (Phone/Data),1155,103,,,1,13-MAY-09
1127,Telephony Technician Certification,1156,91,,,1,12-MAY-09
1128,Learning Tree Int.: Microsoft® Access Certified Professional,1157,243,,08-FEB-08,0,
1129,Learning Tree  Int.: Advanced Project Management Certified Professional,1158,243,,08-FEB-08,0,
1130,Learning Tree Int.: Java EE Development Certified Professional,1159,243,,07-FEB-08,0,
1131,Learning Tree Int.:  C# Application Development Certified Professional,1160,243,,07-FEB-08,0,
1132,Learning Tree Int.: Cisco® Networks Certified Professional,1161,243,,08-FEB-08,0,
1133,Learning Tree Int.:  Communication Skills Certified Professional,1162,243,,07-FEB-08,0,
1134,Learning Tree Int.: Business Analysis Certified Professional,1163,243,,07-FEB-08,0,
1135,Learning Tree Int: UNIX® Systems Administration Certified Professional,1164,243,,08-FEB-08,0,
1136,Learning Tree Int.: Project Management Certified Professional,1165,243,,08-FEB-08,0,
1137,Learning Tree Int.: Java Development Certified Professional,1166,243,,07-FEB-08,0,
1138,Learning Tree Int.: Java Web Development Certified Professional,1167,243,,07-FEB-08,0,
1139,Learning Tree Int.: Linux® Certified Professional,1168,243,,07-FEB-08,0,
1140,Learning Tree Int.: Networking Certified Professional,1169,243,,07-FEB-08,0,
1141,Learning Tree Int.:  Microsoft® Project Certified Professional,1170,243,,07-FEB-08,0,
1142,Learning Tree Int.: Object-Oriented Software Engineering Certified Professional,1171,243,,07-FEB-08,0,
1143,Learning Tree Int.: Performance Management and Development Certified Professional,1172,243,,07-FEB-08,0,
1144,Learning Tree Int.: Oracle® 10g Application Development Certified Professional,1173,243,,07-FEB-08,0,
1145,Learning Tree Int.:  Oracle® 10g DBA Certified Professional,1174,243,,07-FEB-08,0,
1146,The Learning Tree - Certified Professional:  PC Support,1175,244,,,1,08-FEB-08
1147,Learning Tree Int.: SQL Server 2000 DBA Certified Professional,1176,243,,07-FEB-08,0,
1148,Learning Tree Int.: SQL Server Application Development Certified Professional,1177,243,,07-FEB-08,0,
1149,Learning Tree Int.: SQL Server 2005 DBA Certified Professional,1178,243,,07-FEB-08,0,
1150,Learning Tree Int: Software Engineering Project Management Certified Professional,1179,243,,07-FEB-08,0,
1151,Learning Tree Int.: Software Engineering Process Certified Professional,1180,243,,07-FEB-08,0,
1152,Learning Tree Int.: Systems Analysis and Design Certified Professional,1181,243,,07-FEB-08,0,
1153,Learning Tree Int.: .NET Web Development Certified Professional,1182,243,,07-FEB-08,0,
1154,Learning Tree Int.: Presentation Skills Certified Professional,1183,243,,07-FEB-08,0,
1155,Learning Tree Int.: Leadership Skills Certified Professional,1184,243,,08-FEB-08,0,
1156,Learning Tree Int.: Strategic Business Management Certified Professional,1185,243,,07-FEB-08,0,
1157,Learning Tree Int.: XML Development Certified Professional,1186,243,,07-FEB-08,0,
1158,Learning Tree Int.: Visual Basic® 2005 Application Development Certified Professional,1187,243,,07-FEB-08,0,
1159,Learning Tree Int.: Web Development Certified Professional,1188,243,,07-FEB-08,0,
1160,Learning Tree Int.:  Windows® Server 2003 Certified Professional,1189,243,,07-FEB-08,0,
1161,Learning Tree Int.: .NET Enterprise Application Development Certified Professional,1190,243,,08-FEB-08,0,
1162,Learning Tree Int.:  WI-FI® Networks Certified Professional,1191,243,,08-FEB-08,0,
1163,Learning Tree Int.:  PC Service and Support Certified Professional,1192,243,,07-FEB-08,0,
1164,Tivoli Certified Solutions Expert  - IBM SecureWay Firewall,1193,245,,,0,
1165,Tivoli Certified Solutions Expert - Tivoli SecureWay Public Keosk,1194,245,,,0,
1166,Tortillas Career Path Option,1195,38,,,0,
1167,Underwriting Life and Health Insurance,1197,146,,,0,
1168,Unix Administration (AIX),1198,79,,,0,
1169,Unix Administration (General),1200,79,,,0,
1170,Unix Administration (HP),1201,79,,,0,
1171,Unix Administration (Solaris),1202,79,,,0,
1172,Unix Korn Shell Scripting,1203,79,,,0,
1173,Unix Programming,1204,79,,,0,
1174,VBScript 5.5,1205,79,,,0,
1175,VPN with Windows,1206,79,,,0,
1176,VSAM,1207,79,,,0,
1177,Video Electronics Certification,1208,67,,,1,
1178,Visio 5.0,1209,79,,,0,
1179,Visual Basic 5.0,1210,79,,,0,
1180,Visual Basic 6.0,1211,79,,,0,
1181,Visual C++,1212,79,,,0,
1182,Visual FoxPro 6.0,1213,79,,,0,
1183,Visual J++ 6.0,1214,79,,,0,
1184,Voice Systems,1215,112,,23-JAN-20,0,
1185,WAN Technologies,1216,79,,,0,
1186,WWW Concepts,1217,79,,,0,
1187,Web Administration,1218,79,,13-MAY-09,1,24-JAN-20
1188,Web Design Concepts,1219,79,,,0,
1189,Web Design and Development,1220,79,,,1,24-JAN-20
1190,Web Design for Accessibility,1221,79,,,0,
1191,Web Development Concepts,1222,79,,,0,
1192,Web Offset Press Operator's Multi-Color Certification,1223,191,,,0,
1193,Web Server Administration,1224,79,,,0,
1194,Welding Inspector Certification,1225,63,,,0,
1195,WinRunner 6.0,1226,79,,,0,
1196,Windows Application Program Interface,1227,79,,,0,
1197,Wireless Communications Technician  (Two-Way Mobile-Cellular),1229,91,,,1,12-MAY-09
1198,Wireless Communications Technician (Two-Way-Mobile-Cellular),1230,103,,,0,
1199,E-Commerce Management Certification,1231,248,,13-MAY-09,0,
1200,Web Administration Certification,1232,248,,13-MAY-09,0,
1201,Web Consultant Certification,1233,248,,13-MAY-09,0,
1083,Senior Disability Analyst and Diplomate,1106,16,,,0,
948,Orthopaedic Technologist,0969,169,,,0,
949,Outdoor Power Equipment Certification - Level 1,0970,105,,,0,
950,Outdoor Power Equipment Certification - Level 2,0971,105,,,0,
951,Outdoor Power Equipment Certification - Level 3,0973,105,,,0,
952,Learning Tree Int.: Analysis and Decision Making Certified Professional,0974,243,,07-FEB-08,0,
953,PHP 4,0975,79,,,0,
954,PLS Certification,0976,73,,,0,
955,Parts Specialist Certification - Automobile,0977,201,,,0,
956,Parts Specialist Certification - Medium and Heavy Truck,0978,201,,,0,
957,Pastoral Counselor Certification,0979,152,,,0,
958,Pediatric Nurse Practitioner,0980,45,,,1,02-NOV-18
959,People Tools,0981,79,,,0,
960,Neonatal/Pediatric Respiratory Care Specialist (CRT-NPS or RRT-NPS),0982,179,,25-FEB-10,0,
961,Perl,0983,79,,,0,
962,Permit Technician,0984,134,,,0,
963,Personal Trainer,0985,32,,02-NOV-18,0,
964,Personal FitnessTrainer Certification,0986,4,,13-FEB-08,0,
965,Step Certification,0987,4,,13-FEB-08,1,24-JAN-20
966,Pharmacy Technician,0988,222,,,0,
967,Pharmacy Technician Educators Conference,0989,222,,,0,
968,Physician Office Laboratory Technician,0990,139,,,0,
969,Plumbing Code Official,0991,80,,,0,
970,Plumbing Inspector,0992,134,,,0,
971,Plumbing Plans Inspector,0993,80,,,0,
972,PowerBuilder 6.0,0994,79,,,0,
973,PowerBuilder 7.0,0995,79,,,0,
974,Pre-stressed Concrete Special Inspector,0996,134,,,0,
975,Prestressed Concrete Special Inspector,0997,134,,,1,25-FEB-10
976,Primary Group Exercize Certification,0998,4,,13-FEB-08,0,
977,Pro/ENGINEER 2000i,0999,79,,,1,24-FEB-10
978,Pro/ENGINEER 2000i Certification,1000,79,,,0,
979,Professional Certified Electrologist,1001,7,,,0,
980,Professional Hydro-geologist Certification,1002,41,,,0,
981,Professional Hydrologist (Ground Water) Certification,1003,41,,,0,
982,Professional Hydrologist (Water Quality) Certification,1004,41,,,0,
983,Professional Hydrologist Certification,1005,41,,,0,
984,Professional in Human Resources,1006,111,,,0,
985,Programmer/Analyst Aptitude,1007,79,,,0,
986,Programming Concepts,1008,79,,,0,
987,Project Management Professional (PMP)® ,1009,226,,11-MAR-11,0,
988,Property Maintenance and Housing Inspector,1010,134,,,0,
989,ProsoftTraining .com:,1011,220,,,1,13-MAY-09
990,Python 1.5,1012,79,,,0,
991,Quality Assurance Observers Certification,1013,231,,,0,
992,Quality Management (QM),1014,52,,02-NOV-18,1,24-JAN-20
993,Quark Xpress 4,1015,79,,,0,
994,RDBMS Concepts,1016,79,,,0,
995,RPG IV,1017,79,,,0,
996,Radar Electronics Certification,1018,67,,,1,
997,Radar Electronics Technician Certification,1019,103,,,0,
998,Radiation Therapy (T) ,1020,52,,02-NOV-18,0,
999,Radiography (R),1021,52,,02-NOV-18,0,
1000,Range Management Consultant Certification,1022,235,,,0,
1001,Real Property Administrator,1023,61,,,0,
1002,Real Property Review Appraiser,1024,55,,,0,
1003,Realtor Associate Certified Executive,1025,172,,,0,
1004,Registered Central Service Technician,1026,132,,,0,
1005,Registered Dental Assistant,1027,44,,,1,02-NOV-18
1006,Registered Diagnostic Cardiac Sonographer (Adult Echocardiograp,1028,50,,,0,
1007,Registered Diagnostic Cardiac Sonographer (Pediatric Echocardio,1029,50,,,0,
1008,Registered Diagnostic Medical Sonographer (Abdomen),1030,50,,,0,
1009,Registered Diagnostic Medical Sonographer (Neurosonology),1031,50,,,0,
1010,Registered Diagnostic Medical Sonographer (OB/GYN),1032,50,,,0,
1011,Registered Diagnostic Medical Sonographer (Opthalmology),1033,50,,,0,
1012,Registered Dietetic Technician,1034,35,,,0,
1013,Registered Dietitian,1035,35,,,0,
1014,Registered Diplomate Reporter,1036,194,,,0,
1015,Registered Drama Therapist,1037,155,,,0,
1016,Registered Environmental Health Specialist/Registered Sanitarian,1038,196,,,0,
1017,Registered Environmental Laboratory Technologist,1039,196,,,0,
1018,Registered Environmental Manager,1040,196,,,0,
1019,Registered Environmental Professional,1041,210,,,0,
1020,Registered Environmental Scientist,1042,210,,,0,
1021,Registered Environmental Technician  (Entry-Level),1044,196,,,0,
1022,Registered Executive Housekeeper,1045,135,,,0,
1023,Registered Hazardous Substances Professional,1046,196,,,0,
1024,Registered Hazardous Substances Specialist,1047,196,,,0,
1025,Registered Hazardous and Chemicals Materials Manager,1048,210,,,0,
1026,Registered Laboratory Technician,1049,139,,,0,
1027,Medical Assistant (RMA),1050,44,,02-NOV-18,0,
1028,Registered Medical Technologist,1051,139,,,0,
1029,Registered Merit Reporter,1052,194,,,0,
1030,"Registered Nurse Certified, Neonatal Nurse Practitioner",1053,184,,,0,
1031,"Registered Nurse Certified, Women's Health Care Nurse Practitioner",1054,184,,,0,
1032,R.N. Certified in Nursing Administration,1055,45,,13-MAY-09,1,02-NOV-18
1033,"R.N. Certified in Nursing Administration, Advanced",1056,45,,13-MAY-09,1,02-NOV-18
1034,Registered Opthalmic Ultrasound Biometrist,1057,50,,,0,
1035,Registered Phlebotomy Technician,1058,203,,,0,
1036,Registered Poetry Therapist,1059,197,,,0,
1037,Registered Professional Reporter,1060,194,,,0,
1038,Registered Roof Consultants Certification,1061,231,,,0,
1039,Registered Roof Observers Certification,1062,231,,,0,
1040,Registered Vascular Technologist,1063,50,,,0,
1041,Regulatory Affairs Certification,1064,154,,,0,
1042,Regulatory Affairs Professionals Society,1065,154,,,0,
1043,Reinforced Concrete Inspector,1066,80,,,0,
1044,Reinforced Concrete Special Inspector,1067,134,,,0,
1045,Residential Air Conditioning & Heating Certification,1068,6,,13-MAY-09,0,
1046,Residential Contractors Certification,1069,134,,,0,
1047,Retail Store Solutions,1070,112,,23-JAN-20,0,
1048,Retirement Housing Professional,1071,11,,,0,
1049,Retirement Housing Professional Fellow,1072,11,,,0,
1050,SAP - R/3 Application Consultant:  Accelerated SAP 2000,1073,232,,,0,
1051,SAP - R/3 Application Consultant:  Controlling 2000,1074,232,,,0,
1052,SAP - R/3 Application Consultant:  Controlling 4.0,1075,232,,,0,
1053,SAP - R/3 Application Consultant:  Human Resources 2000,1076,232,,,0,
1054,SAP - R/3 Application Consultant:  Human Resources 4.0,1077,232,,,0,
1055,SAP - R/3 Application Consultant:  Materials Management 2000,1078,232,,,0,
1056,SAP - R/3 Application Consultant:  Materials Management 4.0,1079,232,,,0,
1057,SAP - R/3 Application Consultant:  Plant Maintenance 2000,1080,232,,,0,
1058,SAP - R/3 Application Consultant:  Production Planning 2000,1081,232,,,0,
1059,SAP - R/3 Application Consultant:  Production Planning 4.0,1082,232,,,0,
1060,SAP - R/3 Application Consultant:  Sales and Distribution 2000,1083,232,,,0,
1061,SAP - R/3 Application Consultant:  Sales and Distribution 4.0,1084,232,,,0,
1062,SAP - R/3 Technical Consultant:  ABAP Workbench 2000,1085,232,,,0,
1063,SAP - R/3 Technical Consultant:  ABAP Workbench 4.0,1086,232,,,0,
1064,SAP - R/3 Technical Consultant:  Basis Administration 2000,1087,232,,,0,
1065,SAP - R/3 Technical Consultant:  Basis Administration 4.0,1088,232,,,0,
1066,SAP - ValueSAP Consultant:  ASAP Certification 2000,1089,232,,,0,
1067,SAP - ValueSAP Consultant:  Continuous Business Improvement 200,1090,232,,,0,
1068,SAP - ValueSAP Consultant:  Customer Solution Strategy 2000,1091,232,,,0,
1069,SAP - ValueSAP Consultant:  Global ASAP Certification 2000,1092,232,,,0,
1070,SAS 6.0 (Base),1093,79,,,0,
1071,SENSE Training: Advanced Welder - Level II Certification,1094,63,,13-MAY-09,0,
1072,SENSE Training: Entry Level Welder - Level I Certification,1095,63,,13-MAY-09,0,
1073,SENSE Training: Expert Welder - Level III Certification,1096,63,,13-MAY-09,0,
1074,SERVSAFE Serving Safe Food Certification,1097,212,,,0,
1075,SQL (ANSI),1098,79,,,0,
1076,Safety Trained Supervisor in Construction,1099,78,,,0,
1077,School Nurse,1100,45,,,1,02-NOV-18
1078,Adult-Gerontology Primary Care Nurse Practitioner Certification (AGPCNP-BC),1101,45,,02-NOV-18,0,
1079,Scuba Diver Certification,1102,173,,,0,
1080,Section 608 Refrigerant Transition & Recovery Certification,1103,6,,13-MAY-09,0,
1081,Section 609 Refrigerant Recovery/Recycling/Handling,1104,6,,13-MAY-09,0,
1082,"Section 609 Refrigerant Recovery, Recycling, and Handling",1104,6,,,1,15-APR-09
947,Orthopaedic Nurse Certified,0968,221,,,0,
807,Machining Level III - Screw Machining Skills Certification,0827,202,,,0,
808,Machining Skills Level I Certification,0828,216,,,0,
809,Machining Skills Level II Certification,0829,216,,,0,
810,Machining Skills Level III Certification,0830,216,,,0,
811,Macromedia Director 7,0831,79,,,0,
812,Macromedia Director 8,0832,79,,,0,
813,Macromedia FreeHand 9,0833,79,,,0,
814,Magnetic Resonance Imaging (MR),0834,52,,02-NOV-18,0,
815,Mammography (M) ,0835,52,,02-NOV-18,0,
816,Marine Chemists,0836,198,,,0,
817,Massage Therapy Accreditation,0837,92,,,0,
818,Master Addiction Counselor,0838,158,,,0,
819,Master Addictions Counselor,0839,178,,,1,
820,Master Automobile Technician Certification,0840,,,,0,
821,CompTIA PenTest+,0841,96,,02-NOV-18,0,
822,Master CIW Administrator Series,0842,227,,,1,23-JAN-20
823,Master CIW Designer Series,0843,220,,,0,
824,Master CIW Enterprise Developer Series,0844,227,,,1,23-JAN-20
825,Master Certified Novell Engineer,0845,218,,,0,
826,Master Certified RV Service Technician,0846,229,,,0,
827,Master Code Official,0847,80,,,0,
828,Master Collision Repair and Refinishing Technician,0848,,,,0,
829,Master Glazier Certification Level 3,0849,199,,,0,
830,Master Ground Water Contractor Certification,0850,200,,,0,
831,Master Hotel Supplier Certification,0851,36,,,0,
832,Master Medium and Heavy Truck Technician,0852,,,,0,
833,Master Scuba Diver Certification,0853,173,,,0,
834,Master of Corporate Real Estate,0854,130,,,1,23-JAN-20
835,Mechanical Code Official,0855,80,,,0,
836,Mechanical Inspector,0856,134,,,0,
837,Mechanical Plans Inspector,0857,80,,,0,
838,Medical Laboratory Technician,0858,44,,,1,02-NOV-18
839,Medical Technologist,0859,44,,,1,02-NOV-18
840,Medical Technologists,0860,44,,,1,15-APR-09
841,Psychiatric-Mental Health Nurse Practitioner (Across the Lifespan) Certification (PMHNP-BC),0861,45,,02-NOV-18,0,
842,Medium and Heavy Truck Technician,0862,,,,0,
843,Meeting Professionals International,0863,129,,,1,25-FEB-10
844,"Member Associate, AAPC (Certified Pastoral Counselor)",0864,13,,,0,
845,Metalforming Level I Certification,0865,202,,,0,
846,Metalforming Level II - CNC/NC Punch Press Certification,0866,202,,,0,
847,Metalforming Level II - Laser Cutting Skills Certification,0867,202,,,0,
848,Metalforming Level II - Press Brake Skills Certification,0868,202,,,0,
849,Metalforming Level II - Roll Forming Skills Certification,0869,202,,,0,
850,Metalforming Level II - Slide Forming Skills Certification,0870,202,,,0,
851,Metalforming Level II - Spinning Skills Certification,0871,202,,,0,
852,Metalforming Level II - Stamping Skills:  Operations Certification,0872,202,,,0,
853,Metalforming Level III - Slide Forming Skills Certification,0873,202,,,0,
854,Metalforming Level III - Stamping Skills:  Setup Certification,0874,202,,,0,
855,Metalforming Level III Press Brake Skills Certification,0875,202,,,0,
856,Microsoft Access 2000,0876,151,,,1,12-MAY-09
857,Microsoft Access Certification,0877,151,,13-MAY-11,0,
858,MCDBA - Certified Database Administrator ,0878,151,,12-MAY-09,0,
859,MCITP - Microsoft Certified IT Professional,0879,151,,13-MAY-11,0,
860,Microsoft Certified Professional + Internet (MCP+Internet),0880,151,,,0,
861,Microsoft Certified Systems Engineer,0881,151,,,0,
862,Microsoft Excel 2003,0882,151,,12-MAY-09,1,12-MAY-09
863,Microsoft Excel Certification,0883,151,,13-MAY-11,0,
864,Microsoft Excel 2003 Expert,0884,151,,12-MAY-09,1,12-MAY-09
865,Microsoft Excel 2003 Proficient,0885,151,,12-MAY-09,1,12-MAY-09
866,Microsoft Excel 2007 Expert,0886,151,,12-MAY-09,1,12-MAY-09
867,Microsoft Excel 2007 Proficient,0887,151,,12-MAY-09,1,12-MAY-09
868,MTA - Microsoft Technology Associate,0888,151,,13-MAY-11,0,
869,Microsoft Office Expert Certification,0889,151,,13-MAY-11,0,
870,Microsoft Office Master Certification,0890,151,,13-MAY-11,0,
871,"Microsoft Office 2003 Certification Track, Proficient Certification",0891,151,,12-MAY-09,1,12-MAY-09
872,"Microsoft Office 2003 Certification Track, Expert Certification",0892,151,,12-MAY-09,1,12-MAY-09
873,"Microsoft Office 2003 Certification Track, Master Certification",0893,151,,12-MAY-09,1,12-MAY-09
874,"Microsoft Office 2003 Certification Track, Proficient Certification",0894,151,,12-MAY-09,1,12-MAY-09
875,MOS - Microsoft Office Specialist ,0895,151,,13-MAY-11,0,
876,Microsoft Outlook Certification,0896,151,,13-MAY-11,0,
877,Microsoft PowerPoint Certification,0897,151,,13-MAY-11,0,
878,Microsoft PowerPoint 2007 Expert,0898,151,,12-MAY-09,1,12-MAY-09
879,Microsoft Project Certification,0899,151,,13-MAY-11,0,
880,Microsoft Word Certification,0900,151,,13-MAY-11,0,
881,Microsoft Word 2007 Expert,0901,151,,12-MAY-09,1,12-MAY-09
882,Microsoft Word 2003 Expert,0902,151,,12-MAY-09,1,12-MAY-09
883,MCTS - Microsoft Certified Technology Specialist,0903,151,,13-MAY-11,0,
884,Microsoft Word 97 Expert,0904,151,,,1,12-MAY-09
885,Microsoft Word 2003 Proficient,0905,151,,12-MAY-09,1,12-MAY-09
886,Multiple Virtual Storage (MVS),0906,79,,,0,
887,NCCA Board Certification in Addiction Therapy,0907,186,,,0,
888,NCCA Board Certification in Child Therapy,0908,152,,,0,
889,NCCA Board Certification in Death and Grief Therapy,0909,152,,,0,
890,NCCA Board Certification in Family Therapy,0910,152,,,0,
891,NCCA Board Certification in Group Therapy,0911,152,,,0,
892,NCCA Board Certification in Marriage Therapy,0912,152,,,0,
893,NCCA Board Certification in Sexual Therapy,0913,152,,,0,
894,NCCA Board Certification in Substance Abuse Therapy,0914,186,,,0,
895,National Certification in Plastics - Certified Operator Program,0915,239,,,0,
896,National Certified Addiction Counselor Level I,0916,158,,,0,
897,National Certified Addiction Counselor Level II,0917,158,,,0,
898,National Certified Master Groomer,0918,195,,,0,
